Date,Beer,DayOfWeek,UnitsSold,IsWeekend,HolidayEffect,PromoLevel
2021-05-13,IPA,3,64,0,0,1
2021-05-13,Stout,3,24,0,0,0
2021-05-13,Cider,3,40,0,0,0
2021-05-14,Ale,4,32,0,0,0
2021-05-14,Lager,4,48,0,0,0
2021-05-14,IPA,4,46,0,0,0
2021-05-14,Stout,4,30,0,0,0
2021-05-14,Cider,4,47,0,0,1
2021-05-15,Ale,5,47,1,0,0
2021-05-15,Lager,5,67,1,0,0
2021-05-15,IPA,5,70,1,0,0
2021-05-15,Stout,5,31,1,0,0
2021-05-15,Cider,5,64,1,0,0
2021-05-16,Ale,6,37,1,0,0
2021-05-16,Lager,6,68,1,0,0
2021-05-16,IPA,6,63,1,0,0
2021-05-16,Stout,6,41,1,0,0
2021-05-16,Cider,6,61,1,0,0
2021-05-17,Ale,0,38,0,0,0
2021-05-17,Lager,0,41,0,0,0
2021-05-17,IPA,0,59,0,0,1
2021-05-17,Stout,0,21,0,0,0
2021-05-17,Cider,0,42,0,0,0
2021-05-18,Ale,1,46,0,0,1
2021-05-18,Lager,1,51,0,0,0
2021-05-18,IPA,1,41,0,0,0
2021-05-18,Stout,1,19,0,0,0
2021-05-18,Cider,1,34,0,0,0
2021-05-19,Ale,2,27,0,0,0
2021-05-19,Lager,2,50,0,0,0
2021-05-19,IPA,2,49,0,0,0
2021-05-19,Stout,2,25,0,0,0
2021-05-19,Cider,2,31,0,0,0
2021-05-20,Ale,3,25,0,0,0
2021-05-20,Lager,3,68,0,0,1
2021-05-20,IPA,3,53,0,0,0
2021-05-20,Stout,3,25,0,0,0
2021-05-20,Cider,3,45,0,0,1
2021-05-21,Ale,4,26,0,0,0
2021-05-21,Lager,4,53,0,0,0
2021-05-21,IPA,4,52,0,0,0
2021-05-21,Stout,4,23,0,0,0
2021-05-21,Cider,4,35,0,0,0
2021-05-22,Ale,5,37,1,0,0
2021-05-22,Lager,5,92,1,0,1
2021-05-22,IPA,5,65,1,0,0
2021-05-22,Stout,5,31,1,0,0
2021-05-22,Cider,5,54,1,0,0
2021-05-23,Ale,6,46,1,0,0
2021-05-23,Lager,6,73,1,0,0
2021-05-23,IPA,6,56,1,0,0
2021-05-23,Stout,6,30,1,0,0
2021-05-23,Cider,6,53,1,0,0
2021-05-24,Ale,0,35,0,0,0
2021-05-24,Lager,0,61,0,0,0
2021-05-24,IPA,0,38,0,0,0
2021-05-24,Stout,0,34,0,0,1
2021-05-24,Cider,0,49,0,0,1
2021-05-25,Ale,1,29,0,0,0
2021-05-25,Lager,1,71,0,0,1
2021-05-25,IPA,1,60,0,0,1
2021-05-25,Stout,1,28,0,0,0
2021-05-25,Cider,1,31,0,0,0
2021-05-26,Ale,2,29,0,0,0
2021-05-26,Lager,2,50,0,0,0
2021-05-26,IPA,2,44,0,0,0
2021-05-26,Stout,2,37,0,0,0
2021-05-26,Cider,2,36,0,0,0
2021-05-27,Ale,3,18,0,0,0
2021-05-27,Lager,3,50,0,0,0
2021-05-27,IPA,3,46,0,0,0
2021-05-27,Stout,3,25,0,0,0
2021-05-27,Cider,3,23,0,0,0
2021-05-28,Ale,4,32,0,0,0
2021-05-28,Lager,4,53,0,0,0
2021-05-28,IPA,4,37,0,0,0
2021-05-28,Stout,4,21,0,0,0
2021-05-28,Cider,4,48,0,0,1
2021-05-29,Ale,5,41,1,0,0
2021-05-29,Lager,5,68,1,0,0
2021-05-29,IPA,5,63,1,0,0
2021-05-29,Stout,5,32,1,0,0
2021-05-29,Cider,5,45,1,0,0
2021-05-30,Ale,6,48,1,0,0
2021-05-30,Lager,6,65,1,0,0
2021-05-30,IPA,6,79,1,0,1
2021-05-30,Stout,6,32,1,0,0
2021-05-30,Cider,6,47,1,0,0
2021-05-31,Ale,0,35,0,0,0
2021-05-31,Lager,0,54,0,0,0
2021-05-31,IPA,0,42,0,0,0
2021-05-31,Stout,0,25,0,0,0
2021-05-31,Cider,0,38,0,0,0
2021-06-01,Ale,1,23,0,0,0
2021-06-01,Lager,1,41,0,0,0
2021-06-01,IPA,1,40,0,0,0
2021-06-01,Stout,1,17,0,0,0
2021-06-01,Cider,1,34,0,0,0
2021-06-02,Ale,2,17,0,0,0
2021-06-02,Lager,2,43,0,0,0
2021-06-02,IPA,2,41,0,0,0
2021-06-02,Stout,2,30,0,0,1
2021-06-02,Cider,2,40,0,0,0
2021-06-03,Ale,3,23,0,0,0
2021-06-03,Lager,3,45,0,0,0
2021-06-03,IPA,3,44,0,0,0
2021-06-03,Stout,3,24,0,0,0
2021-06-03,Cider,3,38,0,0,0
2021-06-04,Ale,4,22,0,0,0
2021-06-04,Lager,4,46,0,0,0
2021-06-04,IPA,4,39,0,0,0
2021-06-04,Stout,4,23,0,0,0
2021-06-04,Cider,4,30,0,0,0
2021-06-05,Ale,5,46,1,0,0
2021-06-05,Lager,5,67,1,0,0
2021-06-05,IPA,5,62,1,0,0
2021-06-05,Stout,5,33,1,0,0
2021-06-05,Cider,5,44,1,0,0
2021-06-06,Ale,6,43,1,0,0
2021-06-06,Lager,6,70,1,0,0
2021-06-06,IPA,6,57,1,0,0
2021-06-06,Stout,6,27,1,0,0
2021-06-06,Cider,6,45,1,0,0
2021-06-07,Ale,0,37,0,0,1
2021-06-07,Lager,0,53,0,0,0
2021-06-07,IPA,0,49,0,0,0
2021-06-07,Stout,0,18,0,0,0
2021-06-07,Cider,0,36,0,0,0
2021-06-08,Ale,1,34,0,0,1
2021-06-08,Lager,1,39,0,0,0
2021-06-08,IPA,1,43,0,0,0
2021-06-08,Stout,1,23,0,0,0
2021-06-08,Cider,1,35,0,0,0
2021-06-09,Ale,2,27,0,0,0
2021-06-09,Lager,2,47,0,0,0
2021-06-09,IPA,2,41,0,0,0
2021-06-09,Stout,2,34,0,0,1
2021-06-09,Cider,2,30,0,0,0
2021-06-10,Ale,3,33,0,0,0
2021-06-10,Lager,3,49,0,0,0
2021-06-10,IPA,3,41,0,0,0
2021-06-10,Stout,3,30,0,0,1
2021-06-10,Cider,3,34,0,0,0
2021-06-11,Ale,4,28,0,0,0
2021-06-11,Lager,4,46,0,0,0
2021-06-11,IPA,4,32,0,0,0
2021-06-11,Stout,4,34,0,0,0
2021-06-11,Cider,4,39,0,0,0
2021-06-12,Ale,5,49,1,0,0
2021-06-12,Lager,5,86,1,0,1
2021-06-12,IPA,5,53,1,0,0
2021-06-12,Stout,5,34,1,0,0
2021-06-12,Cider,5,52,1,0,0
2021-06-13,Ale,6,47,1,0,1
2021-06-13,Lager,6,70,1,0,0
2021-06-13,IPA,6,54,1,0,0
2021-06-13,Stout,6,35,1,0,0
2021-06-13,Cider,6,55,1,0,0
2021-06-14,Ale,0,30,0,0,0
2021-06-14,Lager,0,53,0,0,0
2021-06-14,IPA,0,33,0,0,0
2021-06-14,Stout,0,17,0,0,0
2021-06-14,Cider,0,30,0,0,0
2021-06-15,Ale,1,18,0,0,0
2021-06-15,Lager,1,51,0,0,1
2021-06-15,IPA,1,47,0,0,0
2021-06-15,Stout,1,28,0,0,0
2021-06-15,Cider,1,31,0,0,0
2021-06-16,Ale,2,39,0,0,0
2021-06-16,Lager,2,44,0,0,0
2021-06-16,IPA,2,49,0,0,0
2021-06-16,Stout,2,32,0,0,0
2021-06-16,Cider,2,31,0,0,0
2021-06-17,Ale,3,32,0,0,0
2021-06-17,Lager,3,51,0,0,0
2021-06-17,IPA,3,37,0,0,0
2021-06-17,Stout,3,9,0,0,0
2021-06-17,Cider,3,38,0,0,0
2021-06-18,Ale,4,24,0,0,0
2021-06-18,Lager,4,45,0,0,0
2021-06-18,IPA,4,41,0,0,0
2021-06-18,Stout,4,25,0,0,0
2021-06-18,Cider,4,32,0,0,0
2021-06-19,Ale,5,41,1,0,0
2021-06-19,Lager,5,70,1,0,0
2021-06-19,IPA,5,46,1,0,0
2021-06-19,Stout,5,25,1,0,0
2021-06-19,Cider,5,42,1,0,0
2021-06-20,Ale,6,37,1,0,0
2021-06-20,Lager,6,68,1,0,0
2021-06-20,IPA,6,61,1,0,0
2021-06-20,Stout,6,31,1,0,0
2021-06-20,Cider,6,47,1,0,0
2021-06-21,Ale,0,35,0,0,0
2021-06-21,Lager,0,47,0,0,0
2021-06-21,IPA,0,38,0,0,0
2021-06-21,Stout,0,27,0,0,0
2021-06-21,Cider,0,38,0,0,0
2021-06-22,Ale,1,30,0,0,0
2021-06-22,Lager,1,43,0,0,0
2021-06-22,IPA,1,47,0,0,1
2021-06-22,Stout,1,18,0,0,0
2021-06-22,Cider,1,40,0,0,1
2021-06-23,Ale,2,24,0,0,0
2021-06-23,Lager,2,43,0,0,0
2021-06-23,IPA,2,40,0,0,0
2021-06-23,Stout,2,30,0,0,1
2021-06-23,Cider,2,28,0,0,0
2021-06-24,Ale,3,29,0,0,0
2021-06-24,Lager,3,46,0,0,0
2021-06-24,IPA,3,51,0,0,1
2021-06-24,Stout,3,19,0,0,0
2021-06-24,Cider,3,28,0,0,0
2021-06-25,Ale,4,31,0,0,0
2021-06-25,Lager,4,46,0,0,0
2021-06-25,IPA,4,41,0,0,0
2021-06-25,Stout,4,20,0,0,0
2021-06-25,Cider,4,31,0,0,0
2021-06-26,Ale,5,57,1,0,1
2021-06-26,Lager,5,77,1,0,0
2021-06-26,IPA,5,71,1,0,1
2021-06-26,Stout,5,32,1,0,0
2021-06-26,Cider,5,47,1,0,0
2021-06-27,Ale,6,36,1,0,0
2021-06-27,Lager,6,62,1,0,0
2021-06-27,IPA,6,66,1,0,0
2021-06-27,Stout,6,28,1,0,0
2021-06-27,Cider,6,48,1,0,0
2021-06-28,Ale,0,25,0,0,0
2021-06-28,Lager,0,45,0,0,0
2021-06-28,IPA,0,36,0,0,0
2021-06-28,Stout,0,20,0,0,0
2021-06-28,Cider,0,27,0,0,0
2021-06-29,Ale,1,37,0,0,1
2021-06-29,Lager,1,57,0,0,1
2021-06-29,IPA,1,42,0,0,0
2021-06-29,Stout,1,29,0,0,1
2021-06-29,Cider,1,41,0,0,1
2021-06-30,Ale,2,23,0,0,0
2021-06-30,Lager,2,45,0,0,0
2021-06-30,IPA,2,46,0,0,0
2021-06-30,Stout,2,27,0,0,1
2021-06-30,Cider,2,25,0,0,0
2021-07-01,Ale,3,26,0,0,0
2021-07-01,Lager,3,45,0,0,0
2021-07-01,IPA,3,37,0,0,0
2021-07-01,Stout,3,19,0,0,1
2021-07-01,Cider,3,30,0,0,0
2021-07-02,Ale,4,29,0,0,0
2021-07-02,Lager,4,49,0,0,1
2021-07-02,IPA,4,32,0,0,0
2021-07-02,Stout,4,23,0,0,1
2021-07-02,Cider,4,29,0,0,0
2021-07-03,Ale,5,29,1,0,0
2021-07-03,Lager,5,56,1,0,0
2021-07-03,IPA,5,50,1,0,0
2021-07-03,Stout,5,37,1,0,1
2021-07-03,Cider,5,41,1,0,0
2021-07-04,Ale,6,57,1,1,0
2021-07-04,Lager,6,99,1,1,0
2021-07-04,IPA,6,97,1,1,0
2021-07-04,Stout,6,66,1,1,1
2021-07-04,Cider,6,71,1,1,0
2021-07-05,Ale,0,35,0,0,1
2021-07-05,Lager,0,49,0,0,0
2021-07-05,IPA,0,36,0,0,0
2021-07-05,Stout,0,19,0,0,0
2021-07-05,Cider,0,36,0,0,0
2021-07-06,Ale,1,22,0,0,0
2021-07-06,Lager,1,44,0,0,0
2021-07-06,IPA,1,32,0,0,0
2021-07-06,Stout,1,17,0,0,0
2021-07-06,Cider,1,33,0,0,0
2021-07-07,Ale,2,31,0,0,0
2021-07-07,Lager,2,39,0,0,0
2021-07-07,IPA,2,51,0,0,1
2021-07-07,Stout,2,21,0,0,0
2021-07-07,Cider,2,26,0,0,0
2021-07-08,Ale,3,22,0,0,0
2021-07-08,Lager,3,42,0,0,0
2021-07-08,IPA,3,41,0,0,0
2021-07-08,Stout,3,25,0,0,0
2021-07-08,Cider,3,35,0,0,0
2021-07-09,Ale,4,25,0,0,1
2021-07-09,Lager,4,55,0,0,1
2021-07-09,IPA,4,38,0,0,0
2021-07-09,Stout,4,21,0,0,0
2021-07-09,Cider,4,33,0,0,0
2021-07-10,Ale,5,26,1,0,0
2021-07-10,Lager,5,61,1,0,1
2021-07-10,IPA,5,50,1,0,0
2021-07-10,Stout,5,27,1,0,0
2021-07-10,Cider,5,40,1,0,0
2021-07-11,Ale,6,47,1,0,1
2021-07-11,Lager,6,56,1,0,0
2021-07-11,IPA,6,50,1,0,0
2021-07-11,Stout,6,32,1,0,0
2021-07-11,Cider,6,39,1,0,0
2021-07-12,Ale,0,34,0,0,1
2021-07-12,Lager,0,36,0,0,0
2021-07-12,IPA,0,25,0,0,0
2021-07-12,Stout,0,18,0,0,0
2021-07-12,Cider,0,35,0,0,0
2021-07-13,Ale,1,20,0,0,0
2021-07-13,Lager,1,54,0,0,1
2021-07-13,IPA,1,39,0,0,0
2021-07-13,Stout,1,29,0,0,1
2021-07-13,Cider,1,26,0,0,0
2021-07-14,Ale,2,21,0,0,0
2021-07-14,Lager,2,40,0,0,0
2021-07-14,IPA,2,36,0,0,0
2021-07-14,Stout,2,23,0,0,0
2021-07-14,Cider,2,42,0,0,1
2021-07-15,Ale,3,38,0,0,0
2021-07-15,Lager,3,47,0,0,0
2021-07-15,IPA,3,33,0,0,0
2021-07-15,Stout,3,36,0,0,1
2021-07-15,Cider,3,24,0,0,0
2021-07-16,Ale,4,19,0,0,0
2021-07-16,Lager,4,43,0,0,0
2021-07-16,IPA,4,33,0,0,0
2021-07-16,Stout,4,7,0,0,0
2021-07-16,Cider,4,46,0,0,1
2021-07-17,Ale,5,38,1,0,0
2021-07-17,Lager,5,55,1,0,0
2021-07-17,IPA,5,48,1,0,0
2021-07-17,Stout,5,26,1,0,0
2021-07-17,Cider,5,31,1,0,0
2021-07-18,Ale,6,30,1,0,0
2021-07-18,Lager,6,52,1,0,0
2021-07-18,IPA,6,54,1,0,0
2021-07-18,Stout,6,25,1,0,0
2021-07-18,Cider,6,43,1,0,0
2021-07-19,Ale,0,24,0,0,0
2021-07-19,Lager,0,35,0,0,0
2021-07-19,IPA,0,36,0,0,0
2021-07-19,Stout,0,19,0,0,0
2021-07-19,Cider,0,35,0,0,0
2021-07-20,Ale,1,30,0,0,1
2021-07-20,Lager,1,36,0,0,0
2021-07-20,IPA,1,39,0,0,0
2021-07-20,Stout,1,19,0,0,0
2021-07-20,Cider,1,34,0,0,0
2021-07-21,Ale,2,29,0,0,1
2021-07-21,Lager,2,40,0,0,0
2021-07-21,IPA,2,31,0,0,0
2021-07-21,Stout,2,15,0,0,0
2021-07-21,Cider,2,18,0,0,0
2021-07-22,Ale,3,32,0,0,0
2021-07-22,Lager,3,37,0,0,0
2021-07-22,IPA,3,37,0,0,0
2021-07-22,Stout,3,19,0,0,0
2021-07-22,Cider,3,35,0,0,0
2021-07-23,Ale,4,16,0,0,0
2021-07-23,Lager,4,41,0,0,0
2021-07-23,IPA,4,49,0,0,1
2021-07-23,Stout,4,20,0,0,0
2021-07-23,Cider,4,26,0,0,0
2021-07-24,Ale,5,26,1,0,0
2021-07-24,Lager,5,52,1,0,0
2021-07-24,IPA,5,39,1,0,0
2021-07-24,Stout,5,31,1,0,0
2021-07-24,Cider,5,44,1,0,0
2021-07-25,Ale,6,39,1,0,0
2021-07-25,Lager,6,51,1,0,0
2021-07-25,IPA,6,43,1,0,0
2021-07-25,Stout,6,30,1,0,0
2021-07-25,Cider,6,57,1,0,1
2021-07-26,Ale,0,23,0,0,1
2021-07-26,Lager,0,36,0,0,0
2021-07-26,IPA,0,42,0,0,0
2021-07-26,Stout,0,23,0,0,0
2021-07-26,Cider,0,28,0,0,0
2021-07-27,Ale,1,18,0,0,0
2021-07-27,Lager,1,47,0,0,1
2021-07-27,IPA,1,32,0,0,0
2021-07-27,Stout,1,12,0,0,0
2021-07-27,Cider,1,36,0,0,0
2021-07-28,Ale,2,30,0,0,0
2021-07-28,Lager,2,34,0,0,0
2021-07-28,IPA,2,44,0,0,0
2021-07-28,Stout,2,17,0,0,0
2021-07-28,Cider,2,30,0,0,0
2021-07-29,Ale,3,30,0,0,1
2021-07-29,Lager,3,34,0,0,0
2021-07-29,IPA,3,33,0,0,0
2021-07-29,Stout,3,10,0,0,0
2021-07-29,Cider,3,37,0,0,1
2021-07-30,Ale,4,24,0,0,0
2021-07-30,Lager,4,53,0,0,1
2021-07-30,IPA,4,27,0,0,0
2021-07-30,Stout,4,12,0,0,0
2021-07-30,Cider,4,30,0,0,0
2021-07-31,Ale,5,29,1,0,0
2021-07-31,Lager,5,54,1,0,0
2021-07-31,IPA,5,55,1,0,0
2021-07-31,Stout,5,21,1,0,0
2021-07-31,Cider,5,50,1,0,1
2021-08-01,Ale,6,34,1,0,0
2021-08-01,Lager,6,38,1,0,0
2021-08-01,IPA,6,40,1,0,0
2021-08-01,Stout,6,35,1,0,0
2021-08-01,Cider,6,47,1,0,1
2021-08-02,Ale,0,25,0,0,0
2021-08-02,Lager,0,31,0,0,0
2021-08-02,IPA,0,23,0,0,0
2021-08-02,Stout,0,9,0,0,0
2021-08-02,Cider,0,34,0,0,1
2021-08-03,Ale,1,28,0,0,1
2021-08-03,Lager,1,53,0,0,1
2021-08-03,IPA,1,27,0,0,0
2021-08-03,Stout,1,18,0,0,0
2021-08-03,Cider,1,24,0,0,0
2021-08-04,Ale,2,21,0,0,1
2021-08-04,Lager,2,35,0,0,0
2021-08-04,IPA,2,34,0,0,0
2021-08-04,Stout,2,20,0,0,0
2021-08-04,Cider,2,21,0,0,0
2021-08-05,Ale,3,34,0,0,0
2021-08-05,Lager,3,42,0,0,1
2021-08-05,IPA,3,44,0,0,1
2021-08-05,Stout,3,15,0,0,0
2021-08-05,Cider,3,31,0,0,0
2021-08-06,Ale,4,26,0,0,1
2021-08-06,Lager,4,33,0,0,0
2021-08-06,IPA,4,34,0,0,0
2021-08-06,Stout,4,26,0,0,0
2021-08-06,Cider,4,24,0,0,0
2021-08-07,Ale,5,27,1,0,0
2021-08-07,Lager,5,43,1,0,0
2021-08-07,IPA,5,37,1,0,0
2021-08-07,Stout,5,27,1,0,1
2021-08-07,Cider,5,33,1,0,0
2021-08-08,Ale,6,34,1,0,0
2021-08-08,Lager,6,50,1,0,0
2021-08-08,IPA,6,45,1,0,0
2021-08-08,Stout,6,27,1,0,0
2021-08-08,Cider,6,41,1,0,0
2021-08-09,Ale,0,17,0,0,0
2021-08-09,Lager,0,35,0,0,0
2021-08-09,IPA,0,21,0,0,0
2021-08-09,Stout,0,8,0,0,0
2021-08-09,Cider,0,26,0,0,0
2021-08-10,Ale,1,26,0,0,1
2021-08-10,Lager,1,34,0,0,0
2021-08-10,IPA,1,32,0,0,0
2021-08-10,Stout,1,24,0,0,0
2021-08-10,Cider,1,25,0,0,0
2021-08-11,Ale,2,20,0,0,0
2021-08-11,Lager,2,30,0,0,0
2021-08-11,IPA,2,34,0,0,0
2021-08-11,Stout,2,18,0,0,1
2021-08-11,Cider,2,24,0,0,0
2021-08-12,Ale,3,24,0,0,0
2021-08-12,Lager,3,34,0,0,0
2021-08-12,IPA,3,29,0,0,0
2021-08-12,Stout,3,12,0,0,0
2021-08-12,Cider,3,34,0,0,1
2021-08-13,Ale,4,32,0,0,0
2021-08-13,Lager,4,27,0,0,0
2021-08-13,IPA,4,24,0,0,0
2021-08-13,Stout,4,20,0,0,0
2021-08-13,Cider,4,26,0,0,0
2021-08-14,Ale,5,36,1,0,0
2021-08-14,Lager,5,43,1,0,0
2021-08-14,IPA,5,46,1,0,0
2021-08-14,Stout,5,25,1,0,0
2021-08-14,Cider,5,30,1,0,0
2021-08-15,Ale,6,26,1,0,0
2021-08-15,Lager,6,47,1,0,0
2021-08-15,IPA,6,37,1,0,0
2021-08-15,Stout,6,29,1,0,0
2021-08-15,Cider,6,39,1,0,0
2021-08-16,Ale,0,18,0,0,0
2021-08-16,Lager,0,33,0,0,0
2021-08-16,IPA,0,43,0,0,1
2021-08-16,Stout,0,16,0,0,0
2021-08-16,Cider,0,35,0,0,0
2021-08-17,Ale,1,23,0,0,0
2021-08-17,Lager,1,29,0,0,0
2021-08-17,IPA,1,33,0,0,1
2021-08-17,Stout,1,22,0,0,0
2021-08-17,Cider,1,23,0,0,0
2021-08-18,Ale,2,21,0,0,0
2021-08-18,Lager,2,30,0,0,1
2021-08-18,IPA,2,29,0,0,0
2021-08-18,Stout,2,9,0,0,0
2021-08-18,Cider,2,18,0,0,0
2021-08-19,Ale,3,27,0,0,0
2021-08-19,Lager,3,42,0,0,1
2021-08-19,IPA,3,27,0,0,0
2021-08-19,Stout,3,32,0,0,1
2021-08-19,Cider,3,30,0,0,0
2021-08-20,Ale,4,29,0,0,0
2021-08-20,Lager,4,40,0,0,0
2021-08-20,IPA,4,33,0,0,0
2021-08-20,Stout,4,24,0,0,0
2021-08-20,Cider,4,21,0,0,0
2021-08-21,Ale,5,34,1,0,1
2021-08-21,Lager,5,40,1,0,0
2021-08-21,IPA,5,32,1,0,0
2021-08-21,Stout,5,24,1,0,0
2021-08-21,Cider,5,28,1,0,0
2021-08-22,Ale,6,24,1,0,0
2021-08-22,Lager,6,46,1,0,0
2021-08-22,IPA,6,28,1,0,0
2021-08-22,Stout,6,23,1,0,0
2021-08-22,Cider,6,35,1,0,0
2021-08-23,Ale,0,37,0,0,1
2021-08-23,Lager,0,35,0,0,0
2021-08-23,IPA,0,30,0,0,0
2021-08-23,Stout,0,29,0,0,1
2021-08-23,Cider,0,24,0,0,0
2021-08-24,Ale,1,22,0,0,0
2021-08-24,Lager,1,38,0,0,0
2021-08-24,IPA,1,26,0,0,0
2021-08-24,Stout,1,21,0,0,0
2021-08-24,Cider,1,26,0,0,1
2021-08-25,Ale,2,24,0,0,0
2021-08-25,Lager,2,37,0,0,0
2021-08-25,IPA,2,27,0,0,0
2021-08-25,Stout,2,16,0,0,0
2021-08-25,Cider,2,33,0,0,0
2021-08-26,Ale,3,20,0,0,0
2021-08-26,Lager,3,36,0,0,0
2021-08-26,IPA,3,30,0,0,0
2021-08-26,Stout,3,13,0,0,0
2021-08-26,Cider,3,22,0,0,0
2021-08-27,Ale,4,23,0,0,0
2021-08-27,Lager,4,41,0,0,0
2021-08-27,IPA,4,23,0,0,0
2021-08-27,Stout,4,24,0,0,0
2021-08-27,Cider,4,28,0,0,0
2021-08-28,Ale,5,28,1,0,0
2021-08-28,Lager,5,49,1,0,0
2021-08-28,IPA,5,44,1,0,0
2021-08-28,Stout,5,18,1,0,0
2021-08-28,Cider,5,45,1,0,1
2021-08-29,Ale,6,29,1,0,0
2021-08-29,Lager,6,39,1,0,0
2021-08-29,IPA,6,45,1,0,0
2021-08-29,Stout,6,20,1,0,0
2021-08-29,Cider,6,32,1,0,0
2021-08-30,Ale,0,20,0,0,0
2021-08-30,Lager,0,36,0,0,0
2021-08-30,IPA,0,31,0,0,0
2021-08-30,Stout,0,22,0,0,1
2021-08-30,Cider,0,27,0,0,0
2021-08-31,Ale,1,17,0,0,0
2021-08-31,Lager,1,34,0,0,0
2021-08-31,IPA,1,41,0,0,1
2021-08-31,Stout,1,19,0,0,1
2021-08-31,Cider,1,33,0,0,1
2021-09-01,Ale,2,26,0,0,1
2021-09-01,Lager,2,29,0,0,0
2021-09-01,IPA,2,19,0,0,0
2021-09-01,Stout,2,21,0,0,0
2021-09-01,Cider,2,28,0,0,0
2021-09-02,Ale,3,18,0,0,0
2021-09-02,Lager,3,37,0,0,0
2021-09-02,IPA,3,28,0,0,0
2021-09-02,Stout,3,13,0,0,0
2021-09-02,Cider,3,18,0,0,0
2021-09-03,Ale,4,13,0,0,0
2021-09-03,Lager,4,28,0,0,0
2021-09-03,IPA,4,21,0,0,0
2021-09-03,Stout,4,10,0,0,0
2021-09-03,Cider,4,23,0,0,0
2021-09-04,Ale,5,19,1,0,0
2021-09-04,Lager,5,33,1,0,0
2021-09-04,IPA,5,47,1,0,1
2021-09-04,Stout,5,23,1,0,0
2021-09-04,Cider,5,33,1,0,0
2021-09-05,Ale,6,18,1,0,0
2021-09-05,Lager,6,37,1,0,0
2021-09-05,IPA,6,44,1,0,1
2021-09-05,Stout,6,13,1,0,0
2021-09-05,Cider,6,31,1,0,0
2021-09-06,Ale,0,19,0,0,0
2021-09-06,Lager,0,28,0,0,0
2021-09-06,IPA,0,25,0,0,1
2021-09-06,Stout,0,24,0,0,0
2021-09-06,Cider,0,18,0,0,0
2021-09-07,Ale,1,23,0,0,0
2021-09-07,Lager,1,45,0,0,1
2021-09-07,IPA,1,23,0,0,0
2021-09-07,Stout,1,16,0,0,0
2021-09-07,Cider,1,15,0,0,0
2021-09-08,Ale,2,16,0,0,0
2021-09-08,Lager,2,31,0,0,0
2021-09-08,IPA,2,25,0,0,0
2021-09-08,Stout,2,18,0,0,0
2021-09-08,Cider,2,19,0,0,0
2021-09-09,Ale,3,23,0,0,0
2021-09-09,Lager,3,24,0,0,0
2021-09-09,IPA,3,35,0,0,1
2021-09-09,Stout,3,11,0,0,0
2021-09-09,Cider,3,13,0,0,0
2021-09-10,Ale,4,21,0,0,0
2021-09-10,Lager,4,16,0,0,0
2021-09-10,IPA,4,30,0,0,1
2021-09-10,Stout,4,9,0,0,0
2021-09-10,Cider,4,28,0,0,0
2021-09-11,Ale,5,30,1,0,0
2021-09-11,Lager,5,36,1,0,0
2021-09-11,IPA,5,30,1,0,0
2021-09-11,Stout,5,18,1,0,0
2021-09-11,Cider,5,34,1,0,1
2021-09-12,Ale,6,33,1,0,0
2021-09-12,Lager,6,32,1,0,0
2021-09-12,IPA,6,45,1,0,0
2021-09-12,Stout,6,22,1,0,0
2021-09-12,Cider,6,33,1,0,0
2021-09-13,Ale,0,19,0,0,0
2021-09-13,Lager,0,21,0,0,0
2021-09-13,IPA,0,29,0,0,0
2021-09-13,Stout,0,14,0,0,0
2021-09-13,Cider,0,17,0,0,0
2021-09-14,Ale,1,23,0,0,0
2021-09-14,Lager,1,34,0,0,0
2021-09-14,IPA,1,39,0,0,1
2021-09-14,Stout,1,23,0,0,1
2021-09-14,Cider,1,19,0,0,0
2021-09-15,Ale,2,21,0,0,0
2021-09-15,Lager,2,34,0,0,0
2021-09-15,IPA,2,30,0,0,0
2021-09-15,Stout,2,7,0,0,1
2021-09-15,Cider,2,21,0,0,0
2021-09-16,Ale,3,14,0,0,0
2021-09-16,Lager,3,36,0,0,0
2021-09-16,IPA,3,25,0,0,0
2021-09-16,Stout,3,17,0,0,0
2021-09-16,Cider,3,23,0,0,0
2021-09-17,Ale,4,30,0,0,1
2021-09-17,Lager,4,38,0,0,0
2021-09-17,IPA,4,33,0,0,1
2021-09-17,Stout,4,16,0,0,0
2021-09-17,Cider,4,29,0,0,0
2021-09-18,Ale,5,20,1,0,0
2021-09-18,Lager,5,48,1,0,1
2021-09-18,IPA,5,33,1,0,0
2021-09-18,Stout,5,24,1,0,0
2021-09-18,Cider,5,31,1,0,0
2021-09-19,Ale,6,22,1,0,0
2021-09-19,Lager,6,47,1,0,0
2021-09-19,IPA,6,28,1,0,0
2021-09-19,Stout,6,17,1,0,0
2021-09-19,Cider,6,30,1,0,0
2021-09-20,Ale,0,27,0,0,0
2021-09-20,Lager,0,26,0,0,0
2021-09-20,IPA,0,28,0,0,0
2021-09-20,Stout,0,14,0,0,0
2021-09-20,Cider,0,16,0,0,0
2021-09-21,Ale,1,21,0,0,0
2021-09-21,Lager,1,28,0,0,0
2021-09-21,IPA,1,23,0,0,0
2021-09-21,Stout,1,8,0,0,0
2021-09-21,Cider,1,29,0,0,1
2021-09-22,Ale,2,26,0,0,0
2021-09-22,Lager,2,26,0,0,0
2021-09-22,IPA,2,20,0,0,0
2021-09-22,Stout,2,6,0,0,0
2021-09-22,Cider,2,13,0,0,0
2021-09-23,Ale,3,17,0,0,0
